artist,artist_normalized,year,weeks_on_chart,total_streams,best_rank,avg_rank,top10_weeks,top1_weeks,has_spotify_data,past_appearances,prev_year_appeared,consecutive_years,appeared
CUTIE STREET,CUTIE STREET,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
CUTIE STREET,CUTIE STREET,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
CUTIE STREET,CUTIE STREET,2024,13.0,9841815.0,32.0,73.84615384615384,0.0,0.0,1,0,0,0,0
Charlie Puth,Charlie Puth,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Charlie Puth,Charlie Puth,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Charlie Puth,Charlie Puth,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Charlie Puth,Charlie Puth,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Charlie Puth,Charlie Puth,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Charlie Puth,Charlie Puth,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Charlie Puth,Charlie Puth,2022,27.0,19540659.0,14.0,40.77777777777778,0.0,0.0,1,0,0,0,0
Charlie Puth,Charlie Puth,2023,45.0,15638383.0,82.0,128.93333333333334,0.0,0.0,1,0,0,0,0
Charlie Puth,Charlie Puth,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chinozo,Chinozo,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chinozo,Chinozo,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chinozo,Chinozo,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chinozo,Chinozo,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chinozo,Chinozo,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chinozo,Chinozo,2021,47.0,14608714.0,59.0,100.72340425531917,0.0,0.0,1,0,0,0,0
Chinozo,Chinozo,2022,1.0,189201.0,171.0,171.0,0.0,0.0,1,0,0,0,0
Chinozo,Chinozo,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chinozo,Chinozo,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chippoke Ohashi,Chippoke Ohashi,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chippoke Ohashi,Chippoke Ohashi,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chippoke Ohashi,Chippoke Ohashi,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chippoke Ohashi,Chippoke Ohashi,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chippoke Ohashi,Chippoke Ohashi,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Chippoke Ohashi,Chippoke Ohashi,2021,8.0,6121984.0,20.0,42.875,0.0,0.0,1,0,0,0,0
Chippoke Ohashi,Chippoke Ohashi,2022,52.0,36844520.0,23.0,45.40384615384615,0.0,0.0,1,0,0,0,0
Chippoke Ohashi,Chippoke Ohashi,2023,10.0,3068643.0,97.0,151.5,0.0,0.0,1,0,0,0,0
Chippoke Ohashi,Chippoke Ohashi,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Coldplay,Coldplay,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Coldplay,Coldplay,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Coldplay,Coldplay,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Coldplay,Coldplay,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Coldplay,Coldplay,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Coldplay,Coldplay,2021,14.0,12666302.0,9.0,25.214285714285715,1.0,0.0,1,0,0,0,0
Coldplay,Coldplay,2022,32.0,10230390.0,61.0,96.28125,0.0,0.0,1,0,0,0,0
Coldplay,Coldplay,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Coldplay,Coldplay,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Conton Candy,Conton Candy,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Conton Candy,Conton Candy,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Conton Candy,Conton Candy,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Conton Candy,Conton Candy,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Conton Candy,Conton Candy,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Conton Candy,Conton Candy,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Conton Candy,Conton Candy,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Conton Candy,Conton Candy,2023,28.0,22538884.0,14.0,67.07142857142857,0.0,0.0,1,0,0,0,0
Conton Candy,Conton Candy,2024,1.0,315245.0,154.0,154.0,0.0,0.0,1,0,0,0,0
Creep Hyp,Creep Hyp,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Creep Hyp,Creep Hyp,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Creep Hyp,Creep Hyp,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Creep Hyp,Creep Hyp,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Creep Hyp,Creep Hyp,2020,24.0,2802496.0,146.0,174.04166666666666,0.0,0.0,1,0,0,0,0
Creep Hyp,Creep Hyp,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Creep Hyp,Creep Hyp,2022,27.0,6363918.0,106.0,149.8148148148148,0.0,0.0,1,0,0,0,0
Creep Hyp,Creep Hyp,2023,25.0,7352277.0,110.0,173.32,0.0,0.0,1,0,0,0,0
Creep Hyp,Creep Hyp,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Creepy Nuts,Creepy Nuts,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Creepy Nuts,Creepy Nuts,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Creepy Nuts,Creepy Nuts,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Creepy Nuts,Creepy Nuts,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Creepy Nuts,Creepy Nuts,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Creepy Nuts,Creepy Nuts,2021,18.0,4214046.0,103.0,131.72222222222223,0.0,0.0,1,0,0,0,0
Creepy Nuts,Creepy Nuts,2022,93.0,35571664.0,53.0,79.48387096774194,0.0,0.0,1,0,0,0,0
Creepy Nuts,Creepy Nuts,2023,73.0,22758529.0,103.0,153.05479452054794,0.0,0.0,1,0,0,0,0
Creepy Nuts,Creepy Nuts,2024,158.0,202411323.0,1.0,66.5126582278481,49.0,19.0,1,0,0,0,1
DISH//,DISH//,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
DISH//,DISH//,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
DISH//,DISH//,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
DISH//,DISH//,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
DISH//,DISH//,2020,69.0,51123529.0,6.0,36.91304347826087,13.0,0.0,1,0,0,0,0
DISH//,DISH//,2021,113.0,82878651.0,11.0,43.283185840707965,0.0,0.0,1,0,0,0,1
DISH//,DISH//,2022,127.0,50256921.0,35.0,96.56692913385828,0.0,0.0,1,1,1,1,0
DISH//,DISH//,2023,58.0,18887746.0,108.0,145.6206896551724,0.0,0.0,1,1,0,0,0
DISH//,DISH//,2024,8.0,2551946.0,155.0,174.625,0.0,0.0,1,1,0,0,0
DREAMS COME TRUE,DREAMS COME TRUE,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
DREAMS COME TRUE,DREAMS COME TRUE,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
DREAMS COME TRUE,DREAMS COME TRUE,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
DREAMS COME TRUE,DREAMS COME TRUE,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
DREAMS COME TRUE,DREAMS COME TRUE,2020,37.0,4941021.0,97.0,161.43243243243242,0.0,0.0,1,0,0,0,0
DREAMS COME TRUE,DREAMS COME TRUE,2021,13.0,2487964.0,162.0,184.6153846153846,0.0,0.0,1,0,0,0,0
DREAMS COME TRUE,DREAMS COME TRUE,2022,41.0,9386945.0,92.0,153.6341463414634,0.0,0.0,1,0,0,0,0
DREAMS COME TRUE,DREAMS COME TRUE,2023,25.0,7211161.0,161.0,183.72,0.0,0.0,1,0,0,0,0
DREAMS COME TRUE,DREAMS COME TRUE,2024,21.0,7207825.0,129.0,166.8095238095238,0.0,0.0,1,0,0,0,0
Da-iCE,Da-iCE,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Da-iCE,Da-iCE,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Da-iCE,Da-iCE,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Da-iCE,Da-iCE,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Da-iCE,Da-iCE,2020,3.0,485008.0,185.0,191.0,0.0,0.0,1,0,0,0,0
Da-iCE,Da-iCE,2021,50.0,30636341.0,15.0,66.36,0.0,0.0,1,0,0,0,0
Da-iCE,Da-iCE,2022,60.0,49017098.0,9.0,37.98333333333333,11.0,0.0,1,0,0,0,0
Da-iCE,Da-iCE,2023,84.0,29556367.0,55.0,130.5,0.0,0.0,1,0,0,0,0
Da-iCE,Da-iCE,2024,117.0,86028227.0,3.0,108.6068376068376,16.0,0.0,1,0,0,0,1
Daichi Miura,Daichi Miura,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Daichi Miura,Daichi Miura,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Daichi Miura,Daichi Miura,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Daichi Miura,Daichi Miura,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Daichi Miura,Daichi Miura,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Daichi Miura,Daichi Miura,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Daichi Miura,Daichi Miura,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,1
Daichi Miura,Daichi Miura,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,1,1,1,0
Daichi Miura,Daichi Miura,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,1,0,0,0
Ed Sheeran,Ed Sheeran,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Ed Sheeran,Ed Sheeran,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Ed Sheeran,Ed Sheeran,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Ed Sheeran,Ed Sheeran,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Ed Sheeran,Ed Sheeran,2020,53.0,11785625.0,41.0,84.32075471698113,0.0,0.0,1,0,0,0,0
Ed Sheeran,Ed Sheeran,2021,52.0,12598450.0,86.0,116.53846153846152,0.0,0.0,1,0,0,0,0
Ed Sheeran,Ed Sheeran,2022,51.0,12651527.0,89.0,142.4313725490196,0.0,0.0,1,0,0,0,0
Ed Sheeran,Ed Sheeran,2023,52.0,16406396.0,124.0,156.07692307692307,0.0,0.0,1,0,0,0,0
Ed Sheeran,Ed Sheeran,2024,52.0,20935204.0,67.0,132.55769230769232,0.0,0.0,1,0,0,0,0
Eito,Eito,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Eito,Eito,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Eito,Eito,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Eito,Eito,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Eito,Eito,2020,36.0,48051349.0,2.0,6.277777777777778,29.0,0.0,1,0,0,0,0
Eito,Eito,2021,41.0,20450616.0,17.0,84.34146341463415,0.0,0.0,1,0,0,0,0
Eito,Eito,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Eito,Eito,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Eito,Eito,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Eve,Eve,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Eve,Eve,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Eve,Eve,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Eve,Eve,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Eve,Eve,2020,1.0,1084722.0,13.0,13.0,0.0,0.0,1,0,0,0,0
Eve,Eve,2021,51.0,43407347.0,8.0,32.6078431372549,11.0,0.0,1,0,0,0,0
Eve,Eve,2022,39.0,17952974.0,36.0,97.2051282051282,0.0,0.0,1,0,0,0,0
Eve,Eve,2023,10.0,2832061.0,176.0,188.4,0.0,0.0,1,0,0,0,0
Eve,Eve,2024,1.0,278185.0,194.0,194.0,0.0,0.0,1,0,0,0,0
FRUITS ZIPPER,FRUITS ZIPPER,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
FRUITS ZIPPER,FRUITS ZIPPER,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
FRUITS ZIPPER,FRUITS ZIPPER,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
FRUITS ZIPPER,FRUITS ZIPPER,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
FRUITS ZIPPER,FRUITS ZIPPER,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
FRUITS ZIPPER,FRUITS ZIPPER,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
FRUITS ZIPPER,FRUITS ZIPPER,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
FRUITS ZIPPER,FRUITS ZIPPER,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
FRUITS ZIPPER,FRUITS ZIPPER,2024,20.0,10528483.0,54.0,96.9,0.0,0.0,1,0,0,0,0
Foorin,Foorin,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Foorin,Foorin,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Foorin,Foorin,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Foorin,Foorin,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Foorin,Foorin,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,1
Foorin,Foorin,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,1,1,1,0
Foorin,Foorin,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,1,0,0,0
Foorin,Foorin,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,1,0,0,0
Foorin,Foorin,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,1,0,0,0
Fujii Kaze,Fujii Kaze,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Fujii Kaze,Fujii Kaze,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Fujii Kaze,Fujii Kaze,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Fujii Kaze,Fujii Kaze,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Fujii Kaze,Fujii Kaze,2020,37.0,7980016.0,62.0,104.43243243243244,0.0,0.0,1,0,0,0,0
Fujii Kaze,Fujii Kaze,2021,103.0,62441809.0,4.0,93.13592233009707,29.0,0.0,1,0,0,0,1
Fujii Kaze,Fujii Kaze,2022,104.0,84280952.0,6.0,51.03846153846154,14.0,0.0,1,1,1,1,1
Fujii Kaze,Fujii Kaze,2023,159.0,111607475.0,7.0,72.0754716981132,6.0,0.0,1,2,1,2,0
Fujii Kaze,Fujii Kaze,2024,201.0,126168284.0,3.0,86.46268656716418,7.0,0.0,1,2,0,0,1
Fumiya Fujii,Fumiya Fujii,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Fumiya Fujii,Fumiya Fujii,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Fumiya Fujii,Fumiya Fujii,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Fumiya Fujii,Fumiya Fujii,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Fumiya Fujii,Fumiya Fujii,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Fumiya Fujii,Fumiya Fujii,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Fumiya Fujii,Fumiya Fujii,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Fumiya Fujii,Fumiya Fujii,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,1
Fumiya Fujii,Fumiya Fujii,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,1,1,1,0
GEMN,GEMN,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GEMN,GEMN,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GEMN,GEMN,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GEMN,GEMN,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GEMN,GEMN,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GEMN,GEMN,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GEMN,GEMN,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GEMN,GEMN,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GEMN,GEMN,2024,25.0,28069895.0,11.0,32.76,0.0,0.0,1,0,0,0,0
GENERATIONS from EXILE TRIBE,GENERATIONS from EXILE TRIBE,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GENERATIONS from EXILE TRIBE,GENERATIONS from EXILE TRIBE,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GENERATIONS from EXILE TRIBE,GENERATIONS from EXILE TRIBE,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GENERATIONS from EXILE TRIBE,GENERATIONS from EXILE TRIBE,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GENERATIONS from EXILE TRIBE,GENERATIONS from EXILE TRIBE,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,1
GENERATIONS from EXILE TRIBE,GENERATIONS from EXILE TRIBE,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,1,1,1,1
GENERATIONS from EXILE TRIBE,GENERATIONS from EXILE TRIBE,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,2,1,2,0
GENERATIONS from EXILE TRIBE,GENERATIONS from EXILE TRIBE,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,2,0,0,0
GENERATIONS from EXILE TRIBE,GENERATIONS from EXILE TRIBE,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,2,0,0,0
GLAY,GLAY,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GLAY,GLAY,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GLAY,GLAY,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GLAY,GLAY,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GLAY,GLAY,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GLAY,GLAY,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GLAY,GLAY,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GLAY,GLAY,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GLAY,GLAY,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,1
GReeeeN,GReeeeN,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GReeeeN,GReeeeN,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GReeeeN,GReeeeN,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GReeeeN,GReeeeN,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
GReeeeN,GReeeeN,2020,106.0,18825675.0,39.0,120.23584905660375,0.0,0.0,1,0,0,0,0
GReeeeN,GReeeeN,2021,100.0,19690188.0,126.0,158.86,0.0,0.0,1,0,0,0,0
GReeeeN,GReeeeN,2022,53.0,11332350.0,122.0,167.9245283018868,0.0,0.0,1,0,0,0,0
GReeeeN,GReeeeN,2023,24.0,7817363.0,114.0,167.20833333333334,0.0,0.0,1,0,0,0,0
GReeeeN,GReeeeN,2024,77.0,29768232.0,79.0,143.41558441558442,0.0,0.0,1,0,0,0,0
Gen Hoshino,Gen Hoshino,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Gen Hoshino,Gen Hoshino,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Gen Hoshino,Gen Hoshino,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Gen Hoshino,Gen Hoshino,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
Gen Hoshino,Gen Hoshino,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,1
Gen Hoshino,Gen Hoshino,2021,36.0,21817364.0,13.0,61.11111111111112,0.0,0.0,1,1,1,1,1
Gen Hoshino,Gen Hoshino,2022,68.0,30867999.0,6.0,97.91176470588236,7.0,0.0,1,2,1,2,1
Gen Hoshino,Gen Hoshino,2023,5.0,1500752.0,100.0,150.4,0.0,0.0,1,3,1,3,1
Gen Hoshino,Gen Hoshino,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,4,1,4,1
HANA,HANA,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HANA,HANA,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HANA,HANA,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HANA,HANA,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HANA,HANA,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HANA,HANA,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HANA,HANA,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HANA,HANA,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HANA,HANA,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HENTAI SHINSHI CLUB,HENTAI SHINSHI CLUB,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HENTAI SHINSHI CLUB,HENTAI SHINSHI CLUB,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HENTAI SHINSHI CLUB,HENTAI SHINSHI CLUB,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HENTAI SHINSHI CLUB,HENTAI SHINSHI CLUB,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HENTAI SHINSHI CLUB,HENTAI SHINSHI CLUB,2020,5.0,763223.0,187.0,193.4,0.0,0.0,1,0,0,0,0
HENTAI SHINSHI CLUB,HENTAI SHINSHI CLUB,2021,52.0,27811029.0,15.0,83.90384615384616,0.0,0.0,1,0,0,0,0
HENTAI SHINSHI CLUB,HENTAI SHINSHI CLUB,2022,52.0,36028714.0,26.0,49.92307692307692,0.0,0.0,1,0,0,0,0
HENTAI SHINSHI CLUB,HENTAI SHINSHI CLUB,2023,15.0,4407439.0,93.0,159.26666666666668,0.0,0.0,1,0,0,0,0
HENTAI SHINSHI CLUB,HENTAI SHINSHI CLUB,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HIRAIDAI,HIRAIDAI,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HIRAIDAI,HIRAIDAI,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HIRAIDAI,HIRAIDAI,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HIRAIDAI,HIRAIDAI,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HIRAIDAI,HIRAIDAI,2020,147.0,39941241.0,4.0,118.7687074829932,9.0,0.0,1,0,0,0,0
HIRAIDAI,HIRAIDAI,2021,193.0,93710925.0,6.0,87.5440414507772,7.0,0.0,1,0,0,0,1
HIRAIDAI,HIRAIDAI,2022,132.0,49735075.0,27.0,102.49242424242424,0.0,0.0,1,1,1,1,0
HIRAIDAI,HIRAIDAI,2023,51.0,17513134.0,97.0,138.90196078431373,0.0,0.0,1,1,0,0,0
HIRAIDAI,HIRAIDAI,2024,52.0,19506313.0,98.0,151.46153846153845,0.0,0.0,1,1,0,0,0
HUNTR/X,HUNTR/X,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HUNTR/X,HUNTR/X,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HUNTR/X,HUNTR/X,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HUNTR/X,HUNTR/X,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HUNTR/X,HUNTR/X,2020,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HUNTR/X,HUNTR/X,2021,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HUNTR/X,HUNTR/X,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HUNTR/X,HUNTR/X,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HUNTR/X,HUNTR/X,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HY,HY,2016,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HY,HY,2017,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HY,HY,2018,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HY,HY,2019,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HY,HY,2020,53.0,16337699.0,26.0,69.20754716981132,0.0,0.0,1,0,0,0,0
HY,HY,2021,17.0,3042166.0,144.0,163.35294117647058,0.0,0.0,1,0,0,0,0
HY,HY,2022,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HY,HY,2023,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,0
HY,HY,2024,0.0,0.0,999.0,999.0,0.0,0.0,0,0,0,0,1
