artist,year,weeks_on_chart,total_streams,best_rank,avg_rank,top10_weeks,top1_weeks
Taylor Swift,2025,1,308406,194,194.0,0,0
The Chainsmokers,2020,33,4939911,50,129.8181818181818,0,0
The Kid LAROI,2021,25,26233249,7,19.28,15,0
The Kid LAROI,2022,52,37589845,19,43.96153846153846,0,0
The Kid LAROI,2023,51,17667690,84,132.3921568627451,0,0
The Kid LAROI,2024,10,3239075,149,169.4,0,0
Tota,2023,22,11438648,55,71.63636363636364,0,0
Tota,2024,18,6269305,124,155.66666666666666,0,0
Unknown Artist,2020,53,15251212,31,71.98113207547169,0,0
Unknown Artist,2021,14,2381883,144,183.21428571428572,0,0
Unknown Artist,2023,1,271439,196,196.0,0,0
Unknown Artist,2024,4,1318343,186,191.5,0,0
Unknown Artist,2025,18,7059594,110,163.38888888888889,0,0
Uru,2020,42,15419044,11,62.214285714285715,0,0
Uru,2021,23,5212762,76,126.65217391304348,0,0
Uru,2022,35,12454700,51,102.97142857142858,0,0
Uru,2023,32,9650964,124,162.875,0,0
Uru,2024,4,1308145,171,187.0,0,0
V,2023,35,25429708,20,57.68571428571428,0,0
V,2024,64,31796225,55,89.296875,0,0
V,2025,45,21216863,47,127.71111111111111,0,0
Vaundy,2020,65,23427860,20,114.53846153846153,0,0
Vaundy,2021,306,155300596,10,69.81045751633987,1,0
Vaundy,2022,507,214025371,8,88.96252465483235,3,0
Vaundy,2023,483,294647644,1,88.14285714285714,58,1
Vaundy,2024,382,284273656,3,78.6282722513089,28,0
Vaundy,2025,378,235775562,8,100.02380952380952,2,0
WANIMA,2020,34,4525267,122,150.61764705882354,0,0
WANIMA,2021,11,1934292,169,186.8181818181818,0,0
WANIMA,2022,19,4067235,148,177.78947368421052,0,0
WANIMA,2023,8,2231662,168,187.375,0,0
WANIMA,2024,17,6090072,107,173.2941176470588,0,0
WANIMA,2025,24,10127569,94,142.45833333333334,0,0
WEDNESDAY CAMPANELLA,2022,29,22287381,7,43.793103448275865,5,0
WEDNESDAY CAMPANELLA,2023,12,3664579,75,150.75,0,0
WurtS,2021,32,9148365,58,110.03125,0,0
WurtS,2022,8,1585878,176,186.375,0,0
WurtS,2023,5,1438830,148,180.2,0,0
WurtS,2025,15,5616460,118,172.2,0,0
XG,2024,17,13497088,23,74.41176470588235,0,0
XG,2025,37,27544602,20,77.75675675675676,0,0
YOAKE,2022,31,12088794,58,76.6774193548387,0,0
YOAKE,2023,47,17260598,71,118.34042553191489,0,0
YOAKE,2024,27,10157308,120,148.1851851851852,0,0
YOASOBI,2020,153,129877270,1,35.51633986928105,37,20
YOASOBI,2021,545,491943652,2,35.205504587155964,126,0
YOASOBI,2022,423,226973881,8,82.41843971631205,5,0
YOASOBI,2023,413,329673402,1,81.13317191283294,49,21
YOASOBI,2024,358,233849725,1,99.42458100558659,19,3
YOASOBI,2025,174,75162924,43,139.3793103448276,0,0
YU-KA,2023,30,17624444,12,96.43333333333334,0,0
Yoru no Hitowarai,2021,18,10705447,16,51.94444444444444,0,0
Yoru no Hitowarai,2022,36,15811067,40,89.75,0,0
Yorushika,2020,142,64796013,12,51.45070422535211,0,0
Yorushika,2021,173,60355273,36,98.60115606936417,0,0
Yorushika,2022,62,13324959,111,168.1451612903226,0,0
Yorushika,2023,150,81707051,16,96.38,0,0
Yorushika,2024,206,164170219,6,70.83009708737865,15,0
Yorushika,2025,173,87987350,29,116.76300578034682,0,0
Yuuri,2020,41,27194599,3,49.170731707317074,6,0
Yuuri,2021,188,197375179,1,29.45744680851064,60,25
Yuuri,2022,290,224299717,1,52.84827586206897,64,2
Yuuri,2023,307,222238237,5,60.899022801302934,7,0
Yuuri,2024,276,174301367,5,84.0036231884058,8,0
Yuuri,2025,181,89618706,46,106.09944751381215,0,0
ZUTOMAYO,2020,55,13598963,50,75.76363636363637,0,0
ZUTOMAYO,2021,114,51554984,14,95.28947368421052,0,0
ZUTOMAYO,2022,21,4860695,95,144.38095238095238,0,0
ZUTOMAYO,2024,12,10796889,31,46.0,0,0
ZUTOMAYO,2025,8,3974032,48,116.5,0,0
[Alexandros],2020,53,16479417,24,62.77358490566038,0,0
[Alexandros],2021,52,13808129,68,104.21153846153847,0,0
[Alexandros],2022,42,11292768,75,123.66666666666667,0,0
[Alexandros],2023,37,11209891,134,169.0810810810811,0,0
[Alexandros],2024,13,4734029,130,164.3846153846154,0,0
[Alexandros],2025,48,25670462,54,88.8125,0,0
aespa,2023,7,3194886,68,103.28571428571429,0,0
aespa,2024,91,56840060,7,94.14285714285714,6,0
aespa,2025,75,41771119,28,114.28,0,0
aiko,2023,20,7976085,62,105.15,0,0
aiko,2024,32,27389850,6,93.46875,5,0
aiko,2025,23,9514371,65,143.0,0,0
back number,2020,285,81798747,11,79.40701754385965,0,0
back number,2021,343,124454697,1,112.93002915451895,19,3
back number,2022,353,167028050,6,101.74787535410765,27,0
back number,2023,540,284208335,2,95.74444444444444,3,0
back number,2024,670,457621995,3,84.71940298507462,19,0
back number,2025,677,468585291,6,88.10635155096011,8,0
flumpool,2020,37,5726592,64,132.72972972972974,0,0
imase,2022,19,6737392,58,97.73684210526316,0,0
imase,2023,76,39955751,12,94.97368421052632,0,0
imase,2024,50,19642535,87,142.02,0,0
imase,2025,3,971365,177,187.66666666666666,0,0
indigo la End,2023,35,23772411,17,70.2,0,0
indigo la End,2024,6,2301568,109,153.0,0,0
indigo la End,2025,4,1485432,165,178.0,0,0
milet,2020,53,11865092,53,88.56603773584905,0,0
milet,2021,8,2205650,48,130.75,0,0
milet,2022,52,25335343,26,94.59615384615384,0,0
milet,2023,43,24499285,8,97.18604651162791,1,0
milet,2024,3,979063,143,167.0,0,0
natori,2022,16,27612113,2,10.1875,14,0
natori,2023,89,84595804,4,46.550561797752806,14,0
natori,2024,83,44406566,22,112.34939759036145,0,0
natori,2025,25,14935912,25,99.12,0,0
neguse.,2025,18,19288114,8,34.388888888888886,4,0
noa,2024,55,52736191,3,62.36363636363637,7,0
noa,2025,17,14616619,25,54.23529411764706,0,0
sakanaction,2020,47,9962831,32,99.72340425531915,0,0
sakanaction,2021,1,134911,198,198.0,0,0
sakanaction,2025,81,82081194,1,62.82716049382716,19,2
shytaupe,2023,20,27976269,4,16.45,16,0
shytaupe,2024,51,31608180,12,96.43137254901961,0,0
shytaupe,2025,35,13399026,112,165.4,0,0
sumika,2020,53,11618408,57,81.86792452830188,0,0
sumika,2021,12,2071259,145,169.66666666666666,0,0
sumika,2022,1,234200,194,194.0,0,0
sumika,2023,1,279450,168,168.0,0,0
sumika,2025,8,3707544,83,125.5,0,0
tuki.,2023,13,14182830,11,27.23076923076923,0,0
tuki.,2024,78,108057235,2,31.564102564102566,21,0
tuki.,2025,51,45680143,13,51.23529411764706,0,0
wacci,2020,49,19452330,31,45.08163265306123,0,0
wacci,2022,27,21231628,15,41.18518518518518,0,0
wacci,2023,37,20368150,32,94.67567567567568,0,0
yama,2020,34,28761674,6,20.794117647058822,9,0
yama,2021,52,43849236,12,32.17307692307692,0,0
yama,2022,62,25267319,14,108.0,0,0
yama,2023,43,17941173,25,135.09302325581396,0,0
yangskinny,2022,11,10603841,8,40.36363636363637,3,0
yangskinny,2023,52,30063565,3,86.48076923076923,1,0
yangskinny,2024,16,5565883,125,167.9375,0,0
yangskinny,2025,1,377865,192,192.0,0,0
もさを。,2020,38,19566156,32,54.71052631578947,0,0
もさを。,2021,86,25780341,41,120.77906976744185,0,0
オレンジスパイニクラブ,2020,24,18290546,14,36.125,0,0
オレンジスパイニクラブ,2021,42,16540671,31,104.73809523809524,0,0
